kecamatan,cluster,is_medoid,x1,x2,x3,x4,x5,x6,x7,dim1,dim2
Tegalsari,1,False,24.503378041222415,17.681814345564533,22.164173627835773,11.071652897037213,0.0340345323154293,0.07333227241691775,0.18070669529294203,3.8235437950267794,1.3265856459715453
Genteng,1,False,26.974890849583495,27.001136409656397,24.825348750461274,16.53187859634113,0.7897518921837008,0.4779416003832947,0.10304286698171716,9.346438982901338,2.0736812998376664
Bubutan,0,True,16.225841450549687,16.487687286757463,14.304636204760925,27.165004688902,0.953453200329371,0.9812512310329137,0.31231721020693726,8.406448547399597,9.741309133654708
Simokerto,0,True,27.65213377900597,12.04714209000473,12.843089235449579,28.252465777396168,0.22912526354629892,0.9867122790641472,0.19363045682130298,2.6147169897864107,9.100868503893615
Pabean Cantian,1,False,39.933570258047325,29.834970642193813,38.843610171960236,27.244716069385433,0.27887710177533853,0.125260890691818,0.7156673577507882,9.76464207451567,8.946333494782362
Semampir,1,True,30.194772276230033,11.466088751206167,21.533443238147512,3.579169567629352,0.631782719560163,0.8295207592013885,0.14471829485277965,6.913359731939193,9.928336770952454
Krembangan,1,True,16.760689991274216,24.692951514932485,36.15737468714806,28.747600450661622,0.6161420851597018,0.6491346843193457,0.11632370261778535,5.21908881324988,1.4650972990736066
Kenjeran,1,False,33.72447629223646,12.519586990828646,22.822017062568214,4.711039484182087,0.4768864764320996,0.1326112984735618,0.10978172738519776,1.2579165293943362,2.830597152293853
Bulak,0,True,16.40197651972895,25.119295784573247,12.561266849457965,24.330180941297964,0.09360571481154834,0.7569448399534464,0.36288748317326247,6.320385310174358,4.2974535440675545
Tambaksari,1,False,37.8774286091384,14.024692216308797,24.80684079665341,19.480055159129492,0.15841426976138795,0.5038118323571353,0.12997052039968493,9.098939214334598,3.367106213320822
Gubeng,0,False,19.6570474148652,17.753818567667587,28.91592945659915,14.516677316448385,0.8886954288412985,0.4885968409925944,0.8391019053059389,2.4521805146466127,5.5467663540704155
Rungkut,0,True,24.957165310757638,29.414167147048314,21.949023580172117,24.59738046467259,0.6167349783392738,0.7035556120017764,0.21139355772488944,3.013697992169244,6.7133963568052915
Tenggilis Mejoyo,0,False,17.077087183299966,22.579996246300155,30.570132663254242,12.404145911081647,0.8752898797720076,0.640808418964688,0.7659950605469126,7.083046688693951,4.792784252895128
Gunung Anyar,1,True,32.98133900721986,17.763089845058325,15.254602895811109,28.303056038546362,0.06675151807215762,0.7311814374741368,0.6394109031715395,2.532050575582886,7.702111692842381
Sukolilo,0,True,21.731572578683547,10.072341785616242,35.723105196739525,4.646271735835333,0.13257067647898457,0.6928084085926476,0.359294268788654,5.414688276124721,4.627449445056864
Mulyorejo,1,False,35.84489691797458,27.09566708938358,38.206359705527866,20.84252977435183,0.858987366164902,0.6126526908126486,0.4206085546680003,6.150073139962685,5.115161651698308
Sawahan,0,False,14.880862924476261,17.177786334729554,39.77331517004979,3.7103441637770453,0.12893719894016276,0.6263589484347557,0.0695851499630118,7.03391831234243,5.8643779373727565
Wonokromo,1,True,14.938927746874192,22.86590135720504,14.261183047585126,5.469339839678181,0.8280125938678236,0.9604683551722739,0.3489569581932296,3.9462104987304656,4.949385678568974
Karangpilang,1,False,34.40070896897616,23.434259102225766,17.260820740756017,26.802778942558863,0.5155311981339017,0.6084390437116501,0.19593855539300242,6.406703583836525,8.92009225764864
Dukuh Pakis,0,False,32.607549208770536,12.546602827206502,30.626613571335675,8.269019825723218,0.5914835387411562,0.9362571080206624,0.5648931423156175,5.624977461789734,2.4833966108803454
Wiyung,1,False,24.045875702775085,21.626612607314545,37.88133592810992,3.4703887217490488,0.9614564563763515,0.8271839214782766,0.4019413382820264,1.693527805309275,4.830205766959722
Wonocolo,0,True,19.17103592925782,18.45765202026899,21.332512458499338,23.916558028135913,0.886721674946842,0.3144447578779548,0.18904859368697102,4.574221096896918,0.523213779582995
Gayungan,0,True,37.73502674802745,27.926719783880838,36.09185379087191,15.868113202643862,0.2653581377798129,0.7687702144525298,0.3323245179756612,4.999897356627495,7.212249015290767
Jambangan,1,True,36.69193754700315,29.587924382542834,26.20897003697724,6.581219181466598,0.5722450533354396,0.45866025764263596,0.13723313506889867,5.638751727546713,2.8829521534451907
Tandes,1,True,27.60208476894055,12.680623086850936,16.867056474567146,15.982740424061445,0.43562675734983636,0.03900154003836365,0.6953483022043656,6.102012589511029,7.65591473018409
Sukomanunggal,0,True,37.736220142118626,21.89880654151372,11.012808946469379,6.198341752799629,0.6447880713811585,0.45300240243355505,0.7557527309126398,1.5600246419428743,7.523256460375814
Asemrowo,0,True,12.555365596049214,10.592663827795999,20.803073847103732,16.759679984652095,0.18385272433008037,0.3015700951464184,0.24165810208000482,3.907737503739516,9.729548495490855
Benowo,0,True,26.12124132364537,20.917276490045232,33.88947210298126,27.44789059825143,0.8310169646340089,0.7693512050121126,0.7138612047634079,9.885882793503637,7.023964280071465
Pakal,0,False,10.11047790095805,22.31328183735669,23.84405949484047,19.10840350717595,0.2341382591211446,0.041632777912412045,0.7766411433239628,0.30185558607320084,7.8677192822761155
Lakarsantri,0,True,12.048231512548004,16.964697522608603,17.842125223595566,23.97438770747698,0.3478437504905295,0.3173195362114677,0.09120476270037825,5.802782686167519,0.296866526555275
Sambikerep,0,True,39.63756562150821,16.17268189383293,17.805162083558677,17.409038079879878,0.9091434966758948,0.5143491333001852,0.18649668051114876,1.8459754739327139,5.472207753572666
